monthdate,report_code,avgTone,numreport
201803.0,BX,0.344355218,904
201803.0,CA,-0.307942277,83628
201803.0,CH,-0.436733407,231511
201803.0,CI,0.196191825,60801
201803.0,HK,0.313716248,8016
201803.0,ID,-1.836559835,16799
201803.0,JA,-0.320003484,147484
201803.0,KS,0.020274701,75187
201803.0,MX,-0.975680583,98050
201803.0,MY,-1.523580004,20427
201803.0,NZ,-0.10488043,19904
201803.0,PE,-1.765982663,26867
201803.0,PP,-3.408354907,5862
201803.0,RP,-2.929346501,17680
201803.0,RS,-2.158657744,674737
201803.0,SN,-0.000363383,10388
201803.0,TH,-0.417969389,43403
201803.0,TW,0.127628477,31290
201803.0,US,-1.227393708,499500
201803.0,VM,0.020942699,34417
201804.0,AS,-0.652274783,56204
201804.0,BX,0.016069085,646
201804.0,CA,-1.091645352,95734
201804.0,CH,-0.730556924,227549
201804.0,CI,-0.24963396,51992
201804.0,HK,0.54451505,7115
201804.0,ID,-2.609579349,20008
201804.0,JA,-0.070864432,138691
201804.0,KS,-0.196397318,84645
201804.0,MX,-1.250383238,92303
201804.0,MY,-1.927539774,22513
201804.0,NZ,-0.001025697,15291
201804.0,PE,-1.32700931,25769
201804.0,PP,-1.077860649,2730
201804.0,RP,-1.602454069,15448
201804.0,RS,-2.326515572,580099
201804.0,SN,0.144842417,11208
201804.0,TH,-0.299916707,38789
201804.0,TW,0.114756517,30026
201804.0,US,-1.154909628,437779
201804.0,VM,-0.09534887,29439
201805.0,AS,-0.971640027,60828
201805.0,BX,0.309449867,698
201805.0,CA,-0.244886271,84257
201805.0,CH,-0.375682055,205993
201805.0,CI,-0.53703582,58741
201805.0,HK,0.566708201,8790
201805.0,ID,-4.38682324,27912
201805.0,JA,0.15153695,127524
201805.0,KS,-0.045474686,86221
201805.0,MX,-1.074733468,94436
201805.0,MY,-1.853938936,42755
201805.0,NZ,-0.496171213,16523
201805.0,PE,-0.666219266,18950
201805.0,PP,-1.659825244,2635
201805.0,RP,-1.478763935,15026
201805.0,RS,-1.508965175,540473
201805.0,SN,0.123503452,13403
201805.0,TH,-0.534163043,39386
201805.0,TW,0.100077421,34702
201805.0,US,-1.269578804,462981
201805.0,VM,-0.348446708,31907
201806.0,AS,-0.467000207,52579
201806.0,BX,0.034728941,592
201806.0,CA,-0.305566942,92188
201806.0,CH,-0.675021892,189347
201806.0,CI,-0.483063434,48640
201806.0,HK,0.041432135,8837
201806.0,ID,-2.859918283,21192
201806.0,JA,-0.322493391,129394
201806.0,KS,-0.261341093,72519
201806.0,MX,-1.543176118,124936
201806.0,MY,-1.645085269,21327
201806.0,NZ,0.599981094,16886
201806.0,PE,-0.507030017,20078
201806.0,PP,-2.486248932,2565
201806.0,RP,-0.866524621,15616
201806.0,RS,-0.765239618,693869
201806.0,SN,0.12937567,33360
201806.0,TH,-0.562200284,41270
201806.0,TW,0.240682977,32365
201806.0,US,-1.193456652,422406
201806.0,VM,-0.649362312,28154
201807.0,AS,-0.753280853,53734
201807.0,BX,-1.052741184,586
201807.0,CA,-0.771319015,84353
201807.0,CH,-0.868550461,202031
201807.0,CI,-0.440204699,51665
201807.0,HK,0.110996275,9383
201807.0,ID,-2.550591156,23918
201807.0,JA,-1.132122155,154075
201807.0,KS,-0.386239457,53057
201807.0,MX,-0.977883838,95769
201807.0,MY,-2.164403311,25584
201807.0,NZ,-0.300115247,15813
201807.0,PE,-1.062081062,14712
201807.0,PP,-1.812487448,1968
201807.0,RP,-1.878152982,16191
201807.0,RS,-1.425263534,682190
201807.0,SN,0.391149962,12607
201807.0,TH,-0.486741854,132232
201807.0,TW,-0.036383421,32061
201807.0,US,-1.143373011,391886
201807.0,VM,-0.528723224,27408
201808.0,AS,-0.781178665,63767
201808.0,BX,0.279717691,493
201808.0,CA,-0.329896804,84492
201808.0,CH,-0.941643764,203632
201808.0,CI,-1.038974162,61599
201808.0,HK,-0.134561527,8726
201808.0,ID,-3.069161118,49555
201808.0,JA,0.029904757,129081
201808.0,KS,-0.204084404,53734
201808.0,MX,-0.871774605,90636
201808.0,MY,-1.717134932,24568
201808.0,NZ,-0.099849948,18750
201808.0,PE,-1.392498501,18174
201808.0,PP,-1.624406954,2294
201808.0,RP,-2.21679926,13205
201808.0,RS,-2.178818446,492983
201808.0,SN,-0.054657206,12776
201808.0,TH,-0.2765941,41932
201808.0,TW,-0.110731685,39480
201808.0,US,-1.454247374,453552
201808.0,VM,-0.677310925,39080
201809.0,AS,-0.991216268,50130
201809.0,BX,-0.186537212,554
201809.0,CA,0.173573263,80766
201809.0,CH,-0.951645979,189489
201809.0,CI,-0.863505686,49826
201809.0,HK,-0.276243584,8546
201809.0,ID,-2.969286341,30689
201809.0,JA,-0.634610319,136484
201809.0,KS,0.201132033,49771
201809.0,MX,-1.13527056,75923
201809.0,MY,-1.865267958,20889
201809.0,NZ,-0.780153394,16717
201809.0,PE,-1.21545037,15266
201809.0,PP,-1.263843872,1804
201809.0,RP,-3.768229496,23636
201809.0,RS,-2.091325228,458203
201809.0,SN,0.263123072,10176
201809.0,TH,-0.694689846,37170
201809.0,TW,-0.056437258,32264
201809.0,US,-1.477446764,439279
201809.0,VM,-0.631847372,33614
201810.0,AS,-0.075090361,67163
201810.0,BX,-0.740467425,699
201810.0,CA,0.254057272,84269
201810.0,CH,-0.916303761,173839
201810.0,CI,-0.505637124,51435
201810.0,HK,-0.048268779,9365
201810.0,ID,-3.256616536,67462
201810.0,JA,-0.002139234,133923
201810.0,KS,-0.346332048,51306
201810.0,MX,-1.586292324,100547
201810.0,MY,-1.9015601,20851
201810.0,NZ,0.655805523,27013
201810.0,PE,-1.532470506,19847
201810.0,PP,-1.559524927,3972
201810.0,RP,-1.581395137,13296
201810.0,RS,-1.910430346,416782
201810.0,SN,-0.073541045,11361
201810.0,TH,-0.489770413,39234
201810.0,TW,-0.625336005,37372
201810.0,US,-1.361771156,459474
201810.0,VM,-0.409932903,27607
201811.0,AS,-1.346353464,58523
201811.0,BX,-0.126001789,762
201811.0,CA,-0.029276005,75776
201811.0,CH,-0.801448122,181543
201811.0,CI,-0.053126973,43271
201811.0,HK,-0.082023642,9249
201811.0,ID,-2.386884729,31174
201811.0,JA,-0.2989509,134965
201811.0,KS,-0.313438645,48449
201811.0,MX,-1.936140411,101661
201811.0,MY,-1.441791156,22293
201811.0,NZ,-0.520927263,21881
201811.0,PE,-1.383871485,16387
201811.0,PP,-0.686266337,8215
201811.0,RP,-1.605150792,12767
201811.0,RS,-2.026321886,459853
201811.0,SN,0.081586975,11402
201811.0,TH,-0.315111525,37319
201811.0,TW,0.156497256,33856
201811.0,US,-1.343461033,451048
201811.0,VM,-0.253386168,29729
201812.0,AS,-0.621813776,47462
201812.0,BX,0.104715032,522
201812.0,CA,-0.461630572,63431
201812.0,CH,-1.131556037,178134
201812.0,CI,-0.313352695,40231
201812.0,HK,0.221701616,7428
201812.0,ID,-4.25106324,40850
201812.0,JA,-0.630910088,123766
201812.0,KS,-0.033838239,38744
201812.0,MX,-1.271602612,90062
201812.0,MY,-1.555027077,15995
201812.0,NZ,-0.451719971,16350
201812.0,PE,-0.752465596,13607
201812.0,PP,-1.622014566,1487
201812.0,RP,-2.47786157,12415
201812.0,RS,-1.819549452,423156
201812.0,SN,-0.000857784,7001
201812.0,TH,-0.394919426,36852
201812.0,TW,0.215602583,25225
201812.0,US,-0.990960398,359008
201812.0,VM,-0.397845656,23984
201901.0,AS,-0.684873949,55897
201901.0,BX,-0.98314735,694
201901.0,CA,-0.314120662,68273
201901.0,CH,-1.039530556,210738
201901.0,CI,-0.673601244,45937
201901.0,HK,0.131834592,6919
201901.0,ID,-2.970442165,17504
201901.0,JA,-0.393738061,131029
201901.0,KS,0.074563037,44355
201901.0,MX,-1.87372899,133617
201901.0,MY,-1.036654881,16510
201901.0,NZ,-0.686416331,14834
201901.0,PE,-1.422420778,17721
201901.0,PP,-1.420258326,1565
201901.0,RP,-3.409874323,16629
201901.0,RS,-1.901763074,379462
201901.0,SN,-0.440736596,9065
201901.0,TH,-1.445804502,48929
201901.0,TW,0.174270642,30536
201901.0,US,-1.043556098,375955
201901.0,VM,-0.418343257,26222
201902.0,AS,-1.538245174,51597
201902.0,BX,0.477435274,500
201902.0,CA,-0.026142026,64166
201902.0,CH,-0.491968934,156633
201902.0,CI,-0.835843579,40226
201902.0,HK,-0.114128453,5160
201902.0,ID,-2.597670461,14777
201902.0,JA,0.173365254,112473
201902.0,KS,0.337203077,38994
201902.0,MX,-1.234518857,94752
201902.0,MY,-1.388390753,13622
201902.0,NZ,-0.796423204,15547
201902.0,PE,-0.710146615,12495
201902.0,PP,-2.564424315,2723
201902.0,RP,-2.266460127,12311
201902.0,RS,-1.789709366,371528
201902.0,SN,-0.003619286,10573
201902.0,TH,-0.182657038,34932
201902.0,TW,0.365365476,22296
201902.0,US,-1.023076124,347246
201902.0,VM,0.072033298,31766
201903.0,AS,-1.397951418,57796
201903.0,BX,-2.18936145,1350
201903.0,CA,-0.265564524,74659
201903.0,CH,-0.968686105,173541
201903.0,CI,-0.346671544,42406
201903.0,HK,0.246658907,9139
201903.0,ID,-3.253939256,34032
201903.0,JA,-0.001073347,122466
201903.0,KS,-0.384623682,47391
201903.0,MX,-1.47157796,72805
201903.0,MY,-2.218051976,22013
201903.0,NZ,-4.59777099,83589
201903.0,PE,-1.209023663,15451
201903.0,PP,-2.018924558,1844
201903.0,RP,-2.194037316,13490
201903.0,RS,-1.693892912,390884
201903.0,SN,0.137273145,9824
201903.0,TH,-0.085435556,41902
201903.0,TW,0.365878927,28792
201903.0,US,-1.148978104,371003
201903.0,VM,-0.392756835,30381
201904.0,AS,-1.291736381,49257
201904.0,BX,-3.87627449,1999
201904.0,CA,-0.041817514,67339
201904.0,CH,-0.635852128,164263
201904.0,CI,0.095893144,43448
201904.0,HK,-0.161607982,9425
201904.0,ID,-2.163402906,23118
201904.0,JA,-0.07166472,139885
201904.0,KS,-0.190529503,48488
201904.0,MX,-1.522686974,76406
201904.0,MY,-1.745061609,18472
201904.0,NZ,-3.176001947,30055
201904.0,PE,-2.259831117,20337
201904.0,PP,-0.357760006,1669
201904.0,RP,-2.492134924,17700
201904.0,RS,-1.550950622,401582
201904.0,SN,0.005336614,9551
201904.0,TH,-0.133840615,38347
201904.0,TW,0.156354742,32740
201904.0,US,-1.154010583,380413
201904.0,VM,-0.114942641,26612
201905.0,AS,-1.046246456,56111
201905.0,BX,-3.688409801,1295
201905.0,CA,0.140070268,77239
201905.0,CH,1.168395973,314706
201905.0,CI,-0.179922314,41439
201905.0,HK,0.332288061,7969
201905.0,ID,-3.240139316,19728
201905.0,JA,0.229897568,156595
201905.0,KS,-0.02984162,52723
201905.0,MX,-1.362665072,84301
201905.0,MY,-1.879717673,17372
201905.0,NZ,-1.548100227,22174
201905.0,PE,-1.275546658,16137
201905.0,PP,-2.323743516,2958
201905.0,RP,-1.870347114,14681
201905.0,RS,-1.687014034,397049
201905.0,SN,-0.068386778,8910
201905.0,TH,0.154845125,42586
201905.0,TW,0.492602101,35924
201905.0,US,-1.215046879,393232
201905.0,VM,-0.270048543,30873
201906.0,AS,-0.965055991,48021
201906.0,BX,-0.543818799,669
201906.0,CA,0.058268488,81975
201906.0,CH,2.621331519,344465
201906.0,CI,-0.104018237,51427
201906.0,HK,-2.269174023,12685
201906.0,ID,-1.871247393,14234
201906.0,JA,0.675331955,155043
201906.0,KS,0.325294551,52643
201906.0,MX,-1.531678277,97459
201906.0,MY,-1.501861876,15607
201906.0,NZ,-1.319579035,20429
201906.0,PE,-0.539398039,15720
201906.0,PP,-1.82040304,1888
201906.0,RP,-1.45246197,11145
201906.0,RS,-1.644596054,375674
201906.0,SN,0.014685316,8663
201906.0,TH,-0.209357289,36740
201906.0,TW,-0.44184675,33178
201906.0,US,-1.195120095,369483
201906.0,VM,-0.408941902,26627
201907.0,AS,-0.80787826,55719
201907.0,BX,-0.663595222,951
201907.0,CA,0.057535261,68599
201907.0,CH,2.753271905,350721
201907.0,CI,0.043662375,52900
201907.0,HK,-3.655955983,17033
201907.0,ID,-2.167484541,17862
201907.0,JA,0.400590497,177386
201907.0,KS,-0.078095308,59311
201907.0,MX,-1.69301693,83604
201907.0,MY,-1.08989613,16252
201907.0,NZ,-0.439315086,20160
201907.0,PE,-0.725682502,17614
201907.0,PP,-2.868921021,2540
201907.0,RP,-2.414612407,15798
201907.0,RS,-1.681073019,371679
201907.0,SN,0.067240284,9231
201907.0,TH,-0.216555369,37461
201907.0,TW,0.018700694,34237
201907.0,US,-1.352314457,407815
201907.0,VM,-0.138613653,26958
201908.0,AS,-0.833394824,50365
201908.0,BX,-0.770270308,799
201908.0,CA,0.133005707,68642
201908.0,CH,0.842290493,431766
201908.0,CI,-0.11587896,45824
201908.0,HK,-4.359847902,27797
201908.0,ID,-2.243933154,18464
201908.0,JA,0.225478199,155924
201908.0,KS,-0.011894641,53891
201908.0,MX,-1.654165802,66998
201908.0,MY,-1.582415443,22102
201908.0,NZ,-0.944908329,21645
201908.0,PE,-0.586136614,16864
201908.0,PP,-0.921396243,1697
201908.0,RP,-1.523357493,11472
201908.0,RS,-1.889616501,315380
201908.0,SN,0.240653926,8904
201908.0,TH,-0.555242975,37085
201908.0,TW,-0.239926681,34705
201908.0,US,-1.922918937,385476
201908.0,VM,-0.306622306,27446
201909.0,AS,-0.777828731,48038
201909.0,BX,-0.858707035,818
201909.0,CA,-0.034011528,82993
201909.0,CH,-0.936915756,288772
201909.0,CI,0.034878144,42330
201909.0,HK,-3.528307303,19824
201909.0,ID,-3.112303988,20377
201909.0,JA,-0.220131367,133981
201909.0,KS,-0.387061733,46858
201909.0,MX,-1.147417177,64670
201909.0,MY,-0.982010011,16397
201909.0,NZ,-0.789600516,20390
201909.0,PE,-0.805341504,13019
201909.0,PP,-0.237716606,1160
201909.0,RP,-1.718712205,15005
201909.0,RS,-1.517635395,326096
201909.0,SN,-0.527561403,12287
201909.0,TH,-0.147653431,35143
201909.0,TW,0.22126888,33766
201909.0,US,-1.288532951,393608
201909.0,VM,-0.100979046,25773
201910.0,AS,-0.762997463,53705
201910.0,BX,-0.233919728,777
201910.0,CA,0.17571784,73721
201910.0,CH,-1.180114055,200735
201910.0,CI,-1.928676161,77921
201910.0,HK,-4.180302853,20432
201910.0,ID,-2.326318377,17669
201910.0,JA,-0.40456517,159282
201910.0,KS,-0.292588218,49568
201910.0,MX,-1.224146501,71277
201910.0,MY,-1.09979034,17007
201910.0,NZ,-0.754952284,18581
201910.0,PE,-1.595159455,16017
201910.0,PP,-1.571280912,1405
201910.0,RP,-2.113632081,14051
201910.0,RS,-1.55065805,358932
201910.0,SN,-0.135963181,9714
201910.0,TH,-0.322130664,35460
201910.0,TW,-0.082142486,30850
201910.0,US,-1.254826389,368848
201910.0,VM,0.495430945,30544
201911.0,AS,-1.52132333,59290
201911.0,BX,-0.49281988,898
201911.0,CA,0.269110898,59539
201911.0,CH,-0.345510427,324522
201911.0,CI,-1.574248044,70566
201911.0,HK,-3.932973078,32877
201911.0,ID,-1.676195009,12978
201911.0,JA,0.069967358,132421
201911.0,KS,-0.11205204,60728
201911.0,MX,-1.804840799,80588
201911.0,MY,-1.074825369,18540
201911.0,NZ,-0.69879959,22334
201911.0,PE,-0.716454236,15027
201911.0,PP,-0.726567183,1757
201911.0,RP,-1.200039114,13849
201911.0,RS,-1.388870751,323521
201911.0,SN,-0.065686652,9385
201911.0,TH,-0.282218458,42851
201911.0,TW,0.519687225,45801
201911.0,US,-0.889093866,347765
201911.0,VM,0.388556999,52909
201912.0,AS,-1.563976529,60584
201912.0,BX,-0.979741761,914
201912.0,CA,0.222165409,55278
201912.0,CH,-0.046413141,293666
201912.0,CI,-1.072760432,62532
201912.0,HK,-1.916434847,18823
201912.0,ID,-1.846134391,15046
201912.0,JA,-0.00592242,118735
201912.0,KS,0.062561827,62422
201912.0,MX,-0.828563893,66435
201912.0,MY,-1.373957031,19520
201912.0,NZ,-2.490935162,30873
201912.0,PE,-0.754455699,12214
201912.0,PP,-1.324521802,3398
201912.0,RP,-2.812606405,20392
201912.0,RS,-1.713540028,357570
201912.0,SN,0.132617929,8845
201912.0,TH,-0.356219303,37411
201912.0,TW,0.598363928,43032
201912.0,US,-1.118677733,329100
201912.0,VM,0.087502096,40443
202001.0,AS,-2.257574461,105283
202001.0,BX,0.145446344,610
202001.0,CA,-0.224406103,77976
202001.0,CH,-1.97420364,402949
202001.0,CI,-0.259791591,41120
202001.0,HK,-1.326827222,9586
202001.0,ID,-3.175199695,17177
202001.0,JA,-0.248484316,126979
202001.0,KS,0.242937326,54396
202001.0,MX,-0.99039705,64990
202001.0,MY,-1.373535731,15044
202001.0,NZ,-1.095377464,17267
202001.0,PE,-1.229794752,12337
202001.0,PP,-0.827645679,923
202001.0,RP,-3.25491424,18493
202001.0,RS,-1.825709085,307420
202001.0,SN,-0.730870697,8559
202001.0,TH,-1.222060346,41148
202001.0,TW,0.003052263,38689
202001.0,US,-1.291088774,362572
202001.0,VM,0.127784473,26487
202002.0,AS,-1.114452541,49417
202002.0,BX,-0.123809234,469
202002.0,CA,0.030734131,61115
202002.0,CH,-3.028283506,455228
202002.0,CI,-0.411393184,35045
202002.0,HK,-1.749222161,8366
202002.0,ID,-1.639840701,11232
202002.0,JA,-1.346687727,149210
202002.0,KS,-0.995883263,67974
202002.0,MX,-1.13588876,56630
202002.0,MY,-1.407315618,18686
202002.0,NZ,-0.873419412,18312
202002.0,PE,-0.805692613,9772
202002.0,PP,-1.330337641,1466
202002.0,RP,-1.881988685,12513
202002.0,RS,-2.040606564,282569
202002.0,SN,-1.156163658,9432
202002.0,TH,-2.168444072,45626
202002.0,TW,-0.871192389,25664
202002.0,US,-0.91911176,321650
202002.0,VM,-0.757970495,19898
202003.0,AS,-1.09222965,67133
202003.0,BX,-0.818676624,580
202003.0,CA,-0.467005615,61965
202003.0,CH,-2.86834107,374251
202003.0,CI,-1.225724397,47301
202003.0,HK,-1.300677541,9352
202003.0,ID,-2.395525925,13349
202003.0,JA,-1.486049198,169368
202003.0,KS,-2.199034427,75736
202003.0,MX,-1.421109922,52383
202003.0,MY,-1.758363381,17302
202003.0,NZ,-1.871776396,20395
202003.0,PE,-1.280198708,13321
202003.0,PP,-1.480701115,1105
202003.0,RP,-2.65164221,14370
202003.0,RS,-2.342805973,282237
202003.0,SN,-1.847253822,10606
202003.0,TH,-1.503162701,38264
202003.0,TW,-0.412745459,26856
202003.0,US,-1.573987633,371721
202003.0,VM,-0.673236969,22075
202004.0,AS,-1.090486837,47809
202004.0,BX,-0.748713938,576
202004.0,CA,-1.210522551,59588
202004.0,CH,-2.631617352,288337
202004.0,CI,-0.787491441,40193
202004.0,HK,-0.890542948,8188
202004.0,ID,-2.775206771,13616
202004.0,JA,-1.355399355,116789
202004.0,KS,-1.326793594,59078
202004.0,MX,-1.471351593,47139
202004.0,MY,-1.931954012,15058
202004.0,NZ,-1.069139567,18204
202004.0,PE,-2.120850285,12253
202004.0,PP,-1.449744798,1086
202004.0,RP,-2.020844405,12497
202004.0,RS,-2.419622206,258464
202004.0,SN,-1.553140445,12023
202004.0,TH,-1.189601186,30518
202004.0,TW,-0.35974466,27437
202004.0,US,-1.835569055,375287
202004.0,VM,-0.904229907,24361
202005.0,AS,-0.868083511,43040
202005.0,BX,-0.67045964,527
202005.0,CA,-0.472081594,53286
202005.0,CH,-2.245055503,270429
202005.0,CI,-0.905717995,42819
202005.0,HK,-1.823886388,13377
202005.0,ID,-2.278267573,12311
202005.0,JA,-1.091112002,109453
202005.0,KS,-1.078479609,55759
202005.0,MX,-1.522436539,44240
202005.0,MY,-1.925938444,12584
202005.0,NZ,-0.696122259,19797
202005.0,PE,-1.396689991,13769
202005.0,PP,-1.704113294,942
202005.0,RP,-1.736179889,13917
202005.0,RS,-2.343738424,276546
202005.0,SN,-1.464525985,9805
202005.0,TH,-0.644850625,27471
202005.0,TW,-0.269137807,31594
202005.0,US,-1.931701074,363127
202005.0,VM,-0.587304019,22488
202006.0,AS,-1.048597078,40676
202006.0,BX,-0.673534793,494
202006.0,CA,-0.43297068,48742
202006.0,CH,-2.040192765,196994
202006.0,CI,-0.944000379,41455
202006.0,HK,-0.460380879,11795
202006.0,ID,-2.271303466,11238
202006.0,JA,-0.681657123,92238
202006.0,KS,-1.125248946,48204
202006.0,MX,-2.15178302,54366
202006.0,MY,-1.219395744,11122
202006.0,NZ,-1.108362204,19905
202006.0,PE,-1.884630979,12294
202006.0,PP,-2.037404838,1103
202006.0,RP,-2.218159806,11749
202006.0,RS,-2.123041413,259967
202006.0,SN,-0.604648887,8946
202006.0,TH,-0.573851763,28613
202006.0,TW,-0.056181733,26997
202006.0,US,-2.581108755,408327
202006.0,VM,-0.583819096,22450
202007.0,AS,-1.374802655,47566
202007.0,BX,-1.268221192,753
202007.0,CA,-0.338029283,51582
202007.0,CH,-1.892756245,196699
202007.0,CI,-0.397228028,42799
202007.0,HK,-1.252803287,13774
202007.0,ID,-2.398263499,12141
202007.0,JA,-0.863630819,103632
202007.0,KS,-0.939828515,46335
202007.0,MX,-1.669387671,51447
202007.0,MY,-2.024837662,14420
202007.0,NZ,-0.938896153,15710
202007.0,PE,-1.488473858,12486
202007.0,PP,-2.959958212,1888
202007.0,RP,-1.827555115,11758
202007.0,RS,-1.976680133,260242
202007.0,SN,-0.776403015,9052
202007.0,TH,-0.515382375,31159
202007.0,TW,-0.034363274,30138
202007.0,US,-1.801915668,357944
202007.0,VM,-0.524716771,23741
202008.0,AS,-0.892556486,42407
202008.0,BX,-0.530831882,685
202008.0,CA,-0.166510177,52417
202008.0,CH,-1.323211734,178773
202008.0,CI,0.006591655,36861
202008.0,HK,-0.787996423,12739
202008.0,ID,-1.97608831,10409
202008.0,JA,-0.816562624,92457
202008.0,KS,-0.741131075,42634
202008.0,MX,-1.773868275,47296
202008.0,MY,-1.721702425,11247
202008.0,NZ,-2.431297244,24518
202008.0,PE,-1.607359023,13595
202008.0,PP,-1.870770118,1485
202008.0,RP,-2.74029116,12371
202008.0,RS,-2.07521758,262749
202008.0,SN,-0.529934128,7400
202008.0,TH,-0.803747599,28850
202008.0,TW,-0.134518641,32466
202008.0,US,-1.606126451,321672
202008.0,VM,-0.372396793,23623
202009.0,AS,-1.040492111,42659
202009.0,BX,-0.755641734,683
202009.0,CA,0.164424776,51083
202009.0,CH,-1.042769294,182802
202009.0,CI,-0.25276537,36983
202009.0,HK,-0.627928532,9359
202009.0,ID,-0.736874191,12714
202009.0,JA,-0.282133129,93167
202009.0,KS,-0.027568852,53305
202009.0,MX,-1.426387082,40250
202009.0,MY,-1.287748017,11767
202009.0,NZ,-0.727760268,15253
202009.0,PE,-1.588447235,11765
202009.0,PP,-1.694127112,868
202009.0,RP,-1.655739736,11226
202009.0,RS,-2.220715625,255118
202009.0,SN,-0.130017391,7158
202009.0,TH,-0.915949092,27715
202009.0,TW,-0.002981669,28447
202009.0,US,-1.513368169,302576
202009.0,VM,-0.463438878,22119
202010.0,AS,-0.766914592,25009
202010.0,BX,-3.697543271,943
202010.0,CA,0.070858406,27431
202010.0,CH,-0.446531863,127972
202010.0,CI,-0.31957608,20452
202010.0,HK,-0.420899316,4815
202010.0,ID,-0.747330124,9190
202010.0,JA,-0.3040193,60394
202010.0,KS,0.465454434,44018
202010.0,MX,-1.346939113,27629
202010.0,MY,-1.739368307,9077
202010.0,NZ,0.018820555,10137
202010.0,PE,-0.840266725,5615
202010.0,PP,-1.357496986,625
202010.0,RP,-1.785833845,7903
202010.0,RS,-2.343489901,177810
202010.0,SN,-0.04419864,5056
202010.0,TH,-1.911470664,19767
202010.0,TW,-0.055488763,19887
202010.0,US,-1.365018406,215308
202010.0,VM,-0.90673424,13541
202011.0,AS,-1.023653447,25078
202011.0,BX,-3.089766944,604
202011.0,CA,-0.227687795,28025
202011.0,CH,-0.888172574,91445
202011.0,CI,0.194979309,20424
202011.0,HK,-0.690495968,4590
202011.0,ID,-2.363742169,8069
202011.0,JA,-0.221165612,57967
202011.0,KS,-0.328150218,24098
202011.0,MX,-0.988711437,24840
202011.0,MY,-0.868404632,8609
202011.0,NZ,-0.687800746,9722
202011.0,PE,-2.420828867,7340
202011.0,PP,-1.420868063,574
202011.0,RP,-2.132030254,7478
202011.0,RS,-1.503187298,155567
202011.0,SN,-0.591242179,4596
202011.0,TH,-0.920968972,18949
202011.0,TW,0.164364539,15241
202011.0,US,-0.989296387,235968
202011.0,VM,-0.02839691,11139
202012.0,AS,-0.590801748,37138
202012.0,BX,-0.812046069,793
202012.0,CA,-0.014516945,46006
202012.0,CH,-1.008031943,177651
202012.0,CI,-0.194433528,39360
202012.0,HK,-0.904787786,7000
202012.0,ID,-1.608025407,11082
202012.0,JA,-0.19670591,107025
202012.0,KS,-0.343297999,45731
202012.0,MX,-0.622018159,40447
202012.0,MY,-0.982320359,9940
202012.0,NZ,-0.677993357,13182
202012.0,PE,-1.147836811,9095
202012.0,PP,-1.034209825,898
202012.0,RP,-1.269741693,7656
202012.0,RS,-1.66813377,268752
202012.0,SN,-0.164135681,7883
202012.0,TH,-0.475254424,27315
202012.0,TW,0.06129008,25438
202012.0,US,-0.987355419,305054
202012.0,VM,-0.09573394,19099
202101.0,AS,-0.601187783,34931
202101.0,BX,-0.686932883,585
202101.0,CA,-0.071598374,45951
202101.0,CH,-1.460645878,182561
202101.0,CI,-0.166064403,34959
202101.0,HK,-0.619528989,6391
202101.0,ID,-2.844092505,28707
202101.0,JA,-0.715613751,90910
202101.0,KS,-0.366042639,39770
202101.0,MX,-1.13980534,46039
202101.0,MY,-1.601840686,10937
202101.0,NZ,-1.120695948,11735
202101.0,PE,-1.384715619,8449
202101.0,PP,-1.102510983,641
202101.0,RP,-1.296699212,8042
202101.0,RS,-1.926546166,251467
202101.0,SN,-0.327271833,6023
202101.0,TH,-0.603611583,24224
202101.0,TW,-0.469123068,26188
202101.0,US,-1.588564607,385120
202101.0,VM,-0.190873983,18657
202102.0,AS,-0.868899468,45892
202102.0,BX,-0.348475868,453
202102.0,CA,0.169609421,47058
202102.0,CH,-0.961427692,139477
202102.0,CI,-0.122827619,31517
202102.0,HK,-0.240066257,5144
202102.0,ID,-1.761296492,10968
202102.0,JA,-0.444670214,92739
202102.0,KS,-0.145304984,31595
202102.0,MX,-1.082313416,42386
202102.0,MY,-1.316735932,9238
202102.0,NZ,-0.916925414,14133
202102.0,PE,-1.466884289,8220
202102.0,PP,-0.496233225,1035
202102.0,RP,-1.100901118,7117
202102.0,RS,-1.871696107,246340
202102.0,SN,-0.717994701,6015
202102.0,TH,-0.895624929,23710
202102.0,TW,-0.184624822,20014
202102.0,US,-1.303610769,284266
202102.0,VM,-0.174779688,15459
202103.0,AS,-1.066943449,40655
202103.0,BX,-0.079209466,567
202103.0,CA,0.031505155,49889
202103.0,CH,-1.284508278,154479
202103.0,CI,-0.105859732,37743
202103.0,HK,0.079137881,8499
202103.0,ID,-2.779503113,13510
202103.0,JA,-0.465533188,111955
202103.0,KS,-0.287234549,35326
202103.0,MX,-1.299512093,50959
202103.0,MY,-1.46358481,10586
202103.0,NZ,-1.000802068,15019
202103.0,PE,-1.259880666,8246
202103.0,PP,-2.088769366,1607
202103.0,RP,-1.522996147,10606
202103.0,RS,-1.679277312,243560
202103.0,SN,-0.180562501,6739
202103.0,TH,-1.194048721,29394
202103.0,TW,-0.362642999,27664
202103.0,US,-1.104044686,288366
202103.0,VM,-0.080171141,19505
202104.0,AS,-0.29805458,33157
202104.0,BX,-0.31907028,684
202104.0,CA,0.028476894,45054
202104.0,CH,-0.826725603,125665
202104.0,CI,-0.179600798,37434
202104.0,HK,-0.078335132,6254
202104.0,ID,-3.11858232,17042
202104.0,JA,-0.450179793,102178
